Epoch,Training Loss,Validation Loss,WER,CER
1,0.7557536145360153,0.7975913148659927,0.8995930267873413,0.264424374545832
2,0.7289520462971689,0.7888554178751432,0.8994715422462491,0.2627149728364303
3,0.7079168180315811,0.7836776439960186,0.8865334386199356,0.2577736253849614
4,0.6894885725719735,0.778692560012524,0.8851363663973759,0.2551299352918786
5,0.67191652323092,0.7793760703160213,0.8921217275101744,0.25668016194331983
