Epoch,Training Loss,Validation Loss,WER,CER
1,0.23817141289241078,0.2481438638144777,0.4819649501860521,0.10867658432675564
2,0.23318078752874108,0.23451779703147538,0.4738026647461289,0.10403605269639084
3,0.22998513623360073,0.24333039870243947,0.48418557196014883,0.10744515833545773
4,0.22748138981874486,0.24209415025383463,0.4786940343296123,0.10537981930443875
