Epoch,Training Loss,Validation Loss,WER,CER
1,0.6124259598926353,0.7651984783319327,0.8820992528700723,0.25174573514654486
2,0.5916605079112275,0.7741340334598835,0.882767417846079,0.2516696079449116
3,0.5750225175024108,0.7793248268274161,0.8825244487638948,0.2507768434893941
4,0.5604408427635417,0.7888488155144912,0.8836785519042701,0.25195335478736286
5,0.5455236002056504,0.814752944616171,0.8901172325821539,0.2546593307726911
